Účet,Transfery,Popis,Kategorie,Datum,Částka
Unicredit,Twisto,Převod na Twisto,,14/01/2020,-975.71
Twisto,,Notion,Služby > Poplatky a subscriptions,14/01/2020,-113.16
Twisto,,Wolt,Jídlo > Delivery,14/01/2020,-358.00
Twisto,Unicredit,Převod z Unicredit,,14/01/2020,975.71
Twisto,,Oculus,AppStores,15/01/2020,-203.23
Hotovost,,Rande s Terkou,Volný čas > Párty,16/01/2020,-250.00
Unicredit,,NILA - prosince 2019,Freelance,16/01/2020,8 000.00
Unicredit,Twisto,Převod na Twisto,,16/01/2020,-113.16
Unicredit,Twisto,Převod na Twisto,,16/01/2020,-358.00
Twisto,Unicredit,Převod z Unicredit,,16/01/2020,113.16
Twisto,Unicredit,Převod z Unicredit,,16/01/2020,358.00
Unicredit,Twisto,Převod na Twisto,,17/01/2020,-203.23
Twisto,,Wolt,Jídlo > Delivery,17/01/2020,-358.00
Twisto,Unicredit,Převod z Unicredit,,17/01/2020,203.23
Twisto,,Nákup,Jídlo > Nákupy,17/01/2020,-1 022.69
Unicredit,Twisto,Převod na Twisto,,20/01/2020,-358.00
Unicredit,Twisto,Převod na Twisto,,20/01/2020,-1 022.69
Twisto,Unicredit,Převod z Unicredit,,20/01/2020,358.00
Twisto,Unicredit,Převod z Unicredit,,20/01/2020,1 022.69
Twisto,,Nákup,Jídlo > Nákupy,20/01/2020,-1 092.77
Unicredit,Twisto,Převod na Twisto,,21/01/2020,-1 092.77
Unicredit,,Práce - Prosinec 2019,Práce,21/01/2020,47 770.00
Twisto,,Damejidlo,Jídlo > Delivery,21/01/2020,-249.00
Twisto,Unicredit,Převod z Unicredit,,21/01/2020,1 092.77
Unicredit,Twisto,Převod na Twisto,,22/01/2020,-249.00
Twisto,Unicredit,Převod z Unicredit,,22/01/2020,249.00
Hotovost,,Rozlučka Kiki,Volný čas > Párty,23/01/2020,-100.00
Twisto,,Damejidlo,Jídlo > Delivery,23/01/2020,-155.00
Unicredit,Twisto,Převod na Twisto,,24/01/2020,-155.00
Twisto,Unicredit,Převod z Unicredit,,24/01/2020,155.00
Twisto,,Zubař,Služby > Zdravotní náklady,24/01/2020,-4 000.00
Twisto,,Nákup,Jídlo > Nákupy,24/01/2020,-1 118.50
Twisto,,Oculus,AppStores,24/01/2020,-159.39
Unicredit,Twisto,Převod na Twisto,,25/01/2020,-1 118.50
Twisto,Unicredit,Převod z Unicredit,,25/01/2020,1 118.50
Twisto,,Oculus,AppStores,25/01/2020,-296.20
Hotovost,,Pivo U Míče,Volný čas > Párty,26/01/2020,-200.00
Unicredit,,Kokain (pro Doliho k narozkám),Volný čas > Cigarety a drogy,26/01/2020,-2 300.00
Unicredit,Twisto,Převod na Twisto,,26/01/2020,-159.39
Twisto,,iCloud,Služby > Poplatky a subscriptions,26/01/2020,-79.00
Twisto,,Podnebí,Volný čas > Párty,26/01/2020,-170.00
Twisto,Unicredit,Převod z Unicredit,,26/01/2020,159.39
Unicredit,Twisto,Převod na Twisto,,27/01/2020,-4 000.00
Twisto,,oběd,Jídlo > Restaurace,27/01/2020,-144.00
Twisto,,Nákup,Jídlo > Nákupy,27/01/2020,-1 263.22
Twisto,Unicredit,Převod z Unicredit,,27/01/2020,4 000.00
Unicredit,Twisto,Převod na Twisto,,28/01/2020,-1 263.22
Unicredit,Twisto,Převod na Twisto,,28/01/2020,-170.00
Unicredit,Twisto,Převod na Twisto,,28/01/2020,-296.20
Twisto,Unicredit,Převod z Unicredit,,28/01/2020,1 263.22
Twisto,Unicredit,Převod z Unicredit,,28/01/2020,170.00
Twisto,Unicredit,Převod z Unicredit,,28/01/2020,296.20
Hotovost,,Pivo,Volný čas > Párty,29/01/2020,-150.00
Unicredit,Twisto,Převod na Twisto,,29/01/2020,-144.00
Unicredit,Twisto,Převod na Twisto,,29/01/2020,-79.00
Twisto,,Lokál,Volný čas > Párty,29/01/2020,-350.00
Twisto,Unicredit,Převod z Unicredit,,29/01/2020,144.00
Twisto,Unicredit,Převod z Unicredit,,29/01/2020,79.00
Hotovost,,Vdolečky,Volný čas > Párty,30/01/2020,-2 700.00
Hotovost,Unicredit,Výběr z bankomatu,,30/01/2020,4 000.00
Unicredit,Hotovost,Výběr z bankomatu,,30/01/2020,-4 000.00
Twisto,,Albert,Jídlo > Nákupy,30/01/2020,-248.10
Twisto,,Damejidlo,Jídlo > Delivery,30/01/2020,-356.00
Hotovost,,oběd,Jídlo > Restaurace,31/01/2020,-160.00
Unicredit,Twisto,Převod na Twisto,,31/01/2020,-356.00
Twisto,Unicredit,Převod z Unicredit,,31/01/2020,356.00
Twisto,,Party,Volný čas > Párty,31/01/2020,-820.50
Hotovost,,Artbar útrata,Volný čas > Párty,02/02/2020,-8 100.00
Hotovost,Unicredit,Výběr z bankomatu,,02/02/2020,8 100.00
Unicredit,Hotovost,Výběr z bankomatu,,02/02/2020,-8 100.00
Twisto,,Oběd U Beránka,Jídlo > Restaurace,02/02/2020,-350.00
Hotovost,,Pivo,Volný čas > Párty,04/02/2020,-30.00
Hotovost,,Drobné v kapse,Další příjmy,04/02/2020,79.00
Unicredit,,Martin - ečko,Volný čas > Párty,04/02/2020,-3 000.00
Unicredit,,Nájem,Bydlení > Nájem,04/02/2020,-12 380.00
Unicredit,,T-mobile,Služby > Poplatky a subscriptions,04/02/2020,-506.34
Unicredit,,Innogy - Plyn,Bydlení > Energie,04/02/2020,-140.00
Unicredit,,Mamka - Gemnet,Služby > Poplatky a subscriptions,04/02/2020,-289.00
Unicredit,,VZP,Práce > VZP,04/02/2020,-2 352.00
Unicredit,,OSSZ,Práce > OSSZ,04/02/2020,-2 189.00
Unicredit,,Innogy - Elektřina,Bydlení > Energie,04/02/2020,-550.00
Unicredit,Twisto,Převod na Twisto,,04/02/2020,-206.41
Unicredit,Twisto,Převod na Twisto,,04/02/2020,-350.00
Unicredit,Twisto,Převod na Twisto,,04/02/2020,-600.00
Unicredit,Twisto,Převod na Twisto,,04/02/2020,-248.10
Unicredit,Twisto,Převod na Twisto,,04/02/2020,-350.00
Unicredit,Twisto,Převod na Twisto,,04/02/2020,-919.50
Twisto,Unicredit,Převod z Unicredit,,04/02/2020,206.41
Twisto,Unicredit,Převod z Unicredit,,04/02/2020,350.00
Twisto,Unicredit,Převod z Unicredit,,04/02/2020,600.00
Twisto,Unicredit,Převod z Unicredit,,04/02/2020,248.10
Twisto,Unicredit,Převod z Unicredit,,04/02/2020,350.00
Twisto,Unicredit,Převod z Unicredit,,04/02/2020,919.50
Twisto,,paušál Twisto,Služby > Poplatky a subscriptions,04/02/2020,-99.00
Twisto,,Nákup,Jídlo > Nákupy,04/02/2020,-1 109.71
Twisto,,AWS,Služby > Poplatky a subscriptions,04/02/2020,-206.41
Twisto,,Oběd U Beránka,Jídlo > Restaurace,04/02/2020,-600.00
Hotovost,,Voda,Volný čas > Párty,05/02/2020,-40.00
Unicredit,,Míša za oslavu,Další příjmy,05/02/2020,6 291.00
Unicredit,Twisto,Převod na Twisto,,05/02/2020,-1 109.71
Twisto,Unicredit,Převod z Unicredit,,05/02/2020,1 109.71
Twisto,,rande s Pavlou - justWINE,Volný čas > Párty,07/02/2020,-1 400.00
Twisto,,Junk,Jídlo > Restaurace,07/02/2020,-155.10
Hotovost,,Od Babičky Bánovské,Dary,08/02/2020,3 000.00
Twisto,,Brno - Brod,"Doprava > Vlaky, autobusy a jiné",08/02/2020,-109.00
Hotovost,,Mamka + Babička k narozkám,Dary,09/02/2020,4 800.00
Unicredit,Twisto,Převod na Twisto,,09/02/2020,-96.26
Twisto,,Kredity?,Další příjmy,09/02/2020,58.84
Twisto,Unicredit,Převod z Unicredit,,09/02/2020,96.26
Twisto,,Vlak,"Doprava > Vlaky, autobusy a jiné",09/02/2020,-125.00
Twisto,,Damejidlo,Jídlo > Delivery,09/02/2020,-246.00
Unicredit,Twisto,Převod na Twisto,,10/02/2020,-246.00
Twisto,,Nákup,Jídlo > Nákupy,10/02/2020,-1 244.30
Twisto,Unicredit,Převod z Unicredit,,10/02/2020,246.00
Twisto,,Philips Hue Sync,Majetek > Elektronika,10/02/2020,-6 588.00
Revolut,,Dárek od Libora,Dary,10/02/2020,1 000.00
Unicredit,,Dárek pro Lenku,Volný čas > Párty,11/02/2020,-265.00
Unicredit,Twisto,Převod na Twisto,,11/02/2020,-1 244.30
Twisto,Unicredit,Převod z Unicredit,,11/02/2020,1 244.30
Twisto,,Aktin,"Jídlo > Doplňky, nootropika a léky",11/02/2020,-2 168.00
Twisto,,SecretLab židle,Majetek > Nábytek a vybavení,11/02/2020,-9 357.28
Hotovost,,Insights Tribe party,Volný čas > Párty,12/02/2020,-520.00
Unicredit,Twisto,Převod na Twisto,,12/02/2020,-125.00
Unicredit,Twisto,Převod na Twisto,,12/02/2020,-6 588.00
Unicredit,Twisto,Převod na Twisto,,12/02/2020,-1 400.00
Twisto,Unicredit,Převod z Unicredit,,12/02/2020,125.00
Twisto,Unicredit,Převod z Unicredit,,12/02/2020,6 588.00
Twisto,Unicredit,Převod z Unicredit,,12/02/2020,1 400.00
Unicredit,Twisto,Převod na Twisto,,13/02/2020,-2 168.00
Unicredit,Twisto,Převod na Twisto,,13/02/2020,-9 357.28
Unicredit,Twisto,Převod na Twisto,,13/02/2020,-109.00
Unicredit,,Tom za oběd,Další příjmy,13/02/2020,240.00
Twisto,Unicredit,Převod z Unicredit,,13/02/2020,2 168.00
Twisto,Unicredit,Převod z Unicredit,,13/02/2020,9 357.28
Twisto,Unicredit,Převod z Unicredit,,13/02/2020,109.00
Twisto,,Junk,Volný čas > Párty,13/02/2020,-87.80
Twisto,,Wolt,Jídlo > Delivery,13/02/2020,-543.00
Twisto,,Damejidlo,Jídlo > Delivery,13/02/2020,-291.00
Unicredit,Twisto,Převod na Twisto,,14/02/2020,-291.00
Twisto,Unicredit,Převod z Unicredit,,14/02/2020,291.00
Twisto,,Nákup,Jídlo > Nákupy,14/02/2020,-1 223.30
Hotovost,,Leničky oslava,Volný čas > Párty,15/02/2020,-490.00
Hotovost,,Jinej Bar,Volný čas > Párty,15/02/2020,-100.00
Twisto,,Pivo,Volný čas > Párty,15/02/2020,-98.00
Twisto,,Košile,Oblečení,15/02/2020,-1 376.02
Twisto,,Wolt,Jídlo > Delivery,15/02/2020,-351.00
Twisto,,Notion,Služby > Poplatky a subscriptions,15/02/2020,-114.70
Twisto,,Oběd u Beránka,Jídlo > Restaurace,16/02/2020,-224.00
Hotovost,,oběd,Jídlo > Restaurace,17/02/2020,-120.00
Unicredit,Twisto,Převod na Twisto,,17/02/2020,-351.00
Unicredit,Twisto,Převod na Twisto,,17/02/2020,-114.70
Unicredit,Twisto,Převod na Twisto,,17/02/2020,-1 223.30
Unicredit,Twisto,Převod na Twisto,,17/02/2020,-543.00
Unicredit,Twisto,Převod na Twisto,,17/02/2020,-87.80
Unicredit,,Práce,Práce,17/02/2020,53 970.00
Twisto,Unicredit,Převod z Unicredit,,17/02/2020,351.00
Twisto,Unicredit,Převod z Unicredit,,17/02/2020,114.70
Twisto,Unicredit,Převod z Unicredit,,17/02/2020,1 223.30
Twisto,Unicredit,Převod z Unicredit,,17/02/2020,543.00
Twisto,Unicredit,Převod z Unicredit,,17/02/2020,87.80
Twisto,,Junk,Volný čas > Párty,17/02/2020,-53.70
Hotovost,,Nedoplatky v hospodě s Insights Tribem,Volný čas > Párty,18/02/2020,-500.00
Twisto,,Divadlo - lístky,Volný čas > Kulturní akce,18/02/2020,-300.00
Twisto,,Rande s Terkou,Volný čas > Párty,18/02/2020,-250.00
Unicredit,Twisto,Převod na Twisto,,19/02/2020,-300.00
Unicredit,Twisto,Převod na Twisto,,19/02/2020,-224.00
Unicredit,Twisto,Převod na Twisto,,19/02/2020,-98.00
Unicredit,Twisto,Převod na Twisto,,19/02/2020,-1 376.02
Twisto,Unicredit,Převod z Unicredit,,19/02/2020,300.00
Twisto,Unicredit,Převod z Unicredit,,19/02/2020,224.00
Twisto,Unicredit,Převod z Unicredit,,19/02/2020,98.00
Twisto,Unicredit,Převod z Unicredit,,19/02/2020,1 376.02
Unicredit,,Bella Rose - Leden 2020,Freelance,20/02/2020,3 750.00
Unicredit,,NILA - Leden 2020,Freelance,20/02/2020,8 000.00
Unicredit,Twisto,Převod na Twisto,,20/02/2020,-250.00
Unicredit,Twisto,Převod na Twisto,,20/02/2020,-53.70
Unicredit,,Bella Rose,Freelance,20/02/2020,5 000.00
Twisto,Unicredit,Převod z Unicredit,,20/02/2020,250.00
Twisto,Unicredit,Převod z Unicredit,,20/02/2020,53.70
Twisto,,Damejidlo,Jídlo > Delivery,20/02/2020,-413.00
Unicredit,Twisto,Převod na Twisto,,21/02/2020,-413.00
Twisto,Unicredit,Převod z Unicredit,,21/02/2020,413.00
Unicredit,Twisto,Převod na Twisto,,22/02/2020,-1 377.24
Twisto,Unicredit,Převod z Unicredit,,22/02/2020,1 377.24
Twisto,,Nákup,Jídlo > Nákupy,22/02/2020,-1 377.24
Twisto,,Damejidlo,Jídlo > Delivery,23/02/2020,-436.00
Twisto,,Činky + Philips Hue,Majetek > Elektronika,23/02/2020,-3 764.00
Unicredit,Twisto,Převod na Twisto,,24/02/2020,-436.00
Unicredit,Twisto,Převod na Twisto,,24/02/2020,-3 764.00
Twisto,Unicredit,Převod z Unicredit,,24/02/2020,436.00
Twisto,Unicredit,Převod z Unicredit,,24/02/2020,3 764.00
Hotovost,,Šatna Divadlo,Volný čas > Kulturní akce,25/02/2020,-20.00
Twisto,,Večeře s Terkou,Volný čas > Párty,25/02/2020,-594.00
Hotovost,,Elefant + Gyros,Volný čas > Párty,26/02/2020,-700.00
Hotovost,,oběd,Jídlo > Restaurace,26/02/2020,-120.00
Unicredit,Twisto,Převod na Twisto,,26/02/2020,-594.00
Unicredit,,Zurovi odchodový dárek,Dárky,26/02/2020,-112.00
Twisto,Unicredit,Převod z Unicredit,,26/02/2020,594.00
Twisto,,Junk,Jídlo > Nákupy,27/02/2020,-63.60
Twisto,,iCloud,Služby > Poplatky a subscriptions,27/02/2020,-79.00
Hotovost,,Junk,Jídlo > Nákupy,29/02/2020,-279.00
Twisto,,???,Další příjmy,29/02/2020,142.60
Twisto,,paušál Twisto,Služby > Poplatky a subscriptions,29/02/2020,-99.00
Twisto,,Zbytek měsíce,Volný čas > Párty,29/02/2020,-3 023.92
Twisto,,Wolt,Jídlo > Delivery,01/03/2020,-265.00
Twisto,,oběd,Jídlo > Restaurace,01/03/2020,-490.00
Hotovost,,Vašek za jídlo,Další příjmy,02/03/2020,345.00
Unicredit,Twisto,Převod na Twisto,,02/03/2020,-3 122.92
Twisto,,oběd,Jídlo > Restaurace,02/03/2020,-270.00
Twisto,Unicredit,Převod z Unicredit,,02/03/2020,3 122.92
Hotovost,,Barber,Služby > Holič,03/03/2020,-550.00
Unicredit,Twisto,Převod na Twisto,,03/03/2020,-265.00
Unicredit,Twisto,Převod na Twisto,,03/03/2020,-270.00
Unicredit,Twisto,Převod na Twisto,,03/03/2020,-490.00
Twisto,Unicredit,Převod z Unicredit,,03/03/2020,265.00
Twisto,Unicredit,Převod z Unicredit,,03/03/2020,270.00
Twisto,Unicredit,Převod z Unicredit,,03/03/2020,490.00
Twisto,,AWS,Služby > Poplatky a subscriptions,03/03/2020,-201.16
Hotovost,,Sauna,Volný čas > Fitness a sport,04/03/2020,-50.00
Hotovost,,Balance,Další příjmy,04/03/2020,10.00
Unicredit,,T-mobile,Služby > Poplatky a subscriptions,04/03/2020,-463.92
Unicredit,,VZP,Práce > VZP,04/03/2020,-2 352.00
Unicredit,,Mamka - Gemnet,Služby > Poplatky a subscriptions,04/03/2020,-289.00
Unicredit,,Innogy - Elektřina,Bydlení > Energie,04/03/2020,-550.00
Unicredit,,Nájem,Bydlení > Nájem,04/03/2020,-12 380.00
Unicredit,,Innogy - Plyn,Bydlení > Energie,04/03/2020,-140.00
Unicredit,,OSSZ,Práce > OSSZ,04/03/2020,-2 189.00
Unicredit,Twisto,Převod na Twisto,,04/03/2020,-201.16
Twisto,,"Aktin - protein, kreatin atd.","Jídlo > Doplňky, nootropika a léky",04/03/2020,-2 017.00
Twisto,Unicredit,Převod z Unicredit,,04/03/2020,201.16
Hotovost,,Kafe,Jídlo > Restaurace,05/03/2020,-49.00
Hotovost,,Gyros,Jídlo > Restaurace,05/03/2020,-95.00
Hotovost,,Vlak,"Doprava > Vlaky, autobusy a jiné",05/03/2020,-200.00
Twisto,,Nákup,Jídlo > Nákupy,06/03/2020,-1 632.96
Twisto,,Damejidlo,Jídlo > Delivery,07/03/2020,-349.00
Unicredit,Twisto,Převod na Twisto,,08/03/2020,-1 632.96
Unicredit,Twisto,Převod na Twisto,,08/03/2020,-2 017.00
Twisto,Unicredit,Převod z Unicredit,,08/03/2020,1 632.96
Twisto,Unicredit,Převod z Unicredit,,08/03/2020,2 017.00
Hotovost,,Trpaslík pubquiz,Volný čas > Párty,09/03/2020,-150.00
Unicredit,,Wedos - dusanvystrcil.cz,Služby > Poplatky a subscriptions,09/03/2020,-175.45
Unicredit,Twisto,Převod na Twisto,,09/03/2020,-349.00
Twisto,Unicredit,Převod z Unicredit,,09/03/2020,349.00
Twisto,,Nákup,Jídlo > Nákupy,09/03/2020,-676.51
Twisto,,Herbal Store,"Jídlo > Doplňky, nootropika a léky",09/03/2020,-1 259.00
Unicredit,Twisto,Převod na Twisto,,10/03/2020,-676.51
Twisto,,U Sajmona,Volný čas > Párty,10/03/2020,-350.00
Twisto,Unicredit,Převod z Unicredit,,10/03/2020,676.51
Unicredit,Twisto,Převod na Twisto,,11/03/2020,-1 259.00
Twisto,Unicredit,Převod z Unicredit,,11/03/2020,1 259.00
Twisto,,Lokál,Volný čas > Párty,12/03/2020,-500.00
Twisto,,Kytky pro Oudiho,Dárky,12/03/2020,-509.54
Revolut,,U Caipla,Volný čas > Párty,12/03/2020,-300.00
Revolut,,Sucháč za oběd,Jídlo > Restaurace,12/03/2020,-183.00
Hotovost,,Junk a alkohol,Volný čas > Párty,13/03/2020,-756.00
Twisto,,Damejidlo,Jídlo > Delivery,13/03/2020,-341.00
Twisto,,Nákup,Jídlo > Nákupy,13/03/2020,-1 914.08
Twisto,,Notion,Služby > Poplatky a subscriptions,14/03/2020,-118.67
Unicredit,Twisto,Převod na Twisto,,16/03/2020,-341.00
Unicredit,Twisto,Převod na Twisto,,16/03/2020,-1 914.08
Unicredit,Twisto,Převod na Twisto,,16/03/2020,-509.54
Unicredit,Twisto,Převod na Twisto,,16/03/2020,-350.00
Twisto,Unicredit,Převod z Unicredit,,16/03/2020,341.00
Twisto,Unicredit,Převod z Unicredit,,16/03/2020,1 914.08
Twisto,Unicredit,Převod z Unicredit,,16/03/2020,509.54
Twisto,Unicredit,Převod z Unicredit,,16/03/2020,350.00
Unicredit,Twisto,Převod na Twisto,,17/03/2020,-118.67
Unicredit,Twisto,Převod na Twisto,,17/03/2020,-500.00
Unicredit,,Práce - Únor 2020,Práce,17/03/2020,50 330.00
Twisto,,Nákup,Jídlo > Nákupy,17/03/2020,-1 047.29
Twisto,,Kniha: Design your worklife,Rozvoj a vzdělání > Knihy,17/03/2020,-329.00
Twisto,Unicredit,Převod z Unicredit,,17/03/2020,118.67
Twisto,Unicredit,Převod z Unicredit,,17/03/2020,500.00
Unicredit,Twisto,Převod na Twisto,,19/03/2020,-329.00
Unicredit,,NILA - únor,Freelance,19/03/2020,8 000.00
Twisto,Unicredit,Převod z Unicredit,,19/03/2020,329.00
Unicredit,Twisto,Převod na Twisto,,20/03/2020,-1 047.29
Twisto,Unicredit,Převod z Unicredit,,20/03/2020,1 047.29
Twisto,,Wolt,Jídlo > Delivery,20/03/2020,-580.00
Twisto,,Nákup,Jídlo > Nákupy,20/03/2020,-1 943.17
Twisto,,Gallup - Strength Finder,Rozvoj a vzdělání > Další,21/03/2020,-1 424.00
Unicredit,Twisto,Převod na Twisto,,22/03/2020,-580.00
Twisto,Unicredit,Převod z Unicredit,,22/03/2020,580.00
Twisto,,Truity - Big 5 test,Rozvoj a vzdělání > Další,22/03/2020,-491.23
Twisto,,Wolt,Jídlo > Delivery,23/03/2020,-371.00
Unicredit,Twisto,Převod na Twisto,,24/03/2020,-491.23
Unicredit,Twisto,Převod na Twisto,,24/03/2020,-1 424.00
Twisto,Unicredit,Převod z Unicredit,,24/03/2020,491.23
Twisto,Unicredit,Převod z Unicredit,,24/03/2020,1 424.00
Unicredit,Twisto,Převod na Twisto,,25/03/2020,-371.00
Unicredit,Twisto,Převod na Twisto,,25/03/2020,-1 943.17
Twisto,Unicredit,Převod z Unicredit,,25/03/2020,371.00
Twisto,Unicredit,Převod z Unicredit,,25/03/2020,1 943.17
Twisto,,Damejidlo,Jídlo > Delivery,25/03/2020,-198.00
Unicredit,,za víno - Marta,Volný čas > Párty,26/03/2020,-520.00
Unicredit,Twisto,Převod na Twisto,,26/03/2020,-198.00
Twisto,Unicredit,Převod z Unicredit,,26/03/2020,198.00
Twisto,,iCloud,Služby > Poplatky a subscriptions,27/03/2020,-79.00
Twisto,,Donio - Plicní ventilátory,Dárky,27/03/2020,-1 150.00
Twisto,,Nákup,Jídlo > Nákupy,28/03/2020,-1 773.66
Unicredit,Twisto,Převod na Twisto,,29/03/2020,-1 773.66
Unicredit,Twisto,Převod na Twisto,,29/03/2020,-79.00
Twisto,Unicredit,Převod z Unicredit,,29/03/2020,1 773.66
Twisto,Unicredit,Převod z Unicredit,,29/03/2020,79.00
Unicredit,Twisto,Převod na Twisto,,30/03/2020,-1 150.00
Twisto,Unicredit,Převod z Unicredit,,30/03/2020,1 150.00
Twisto,,paušál Twisto,Služby > Poplatky a subscriptions,31/03/2020,-99.00
Twisto,,Damejidlo,Jídlo > Delivery,31/03/2020,-435.00
Twisto,,Mamka - kombe,Dárky,31/03/2020,-1 898.00
Unicredit,Twisto,Převod na Twisto,,01/04/2020,-534.00
Twisto,Unicredit,Převod z Unicredit,,01/04/2020,534.00
Unicredit,Twisto,Převod na Twisto,,02/04/2020,-1 898.00
Twisto,,Nákup,Jídlo > Nákupy,02/04/2020,-1 736.90
Twisto,Unicredit,Převod z Unicredit,,02/04/2020,1 898.00
Hotovost,,Junk,Jídlo > Nákupy,03/04/2020,-113.00
Twisto,,Amici,Jídlo > Delivery,04/04/2020,-378.00
Twisto,,Damejidlo,Jídlo > Delivery,05/04/2020,-466.00
Twisto,,U Tomana - pivo,Volný čas > Párty,05/04/2020,-800.00
Unicredit,Twisto,Převod na Twisto,,06/04/2020,-466.00
Unicredit,Twisto,Převod na Twisto,,06/04/2020,-800.00
Unicredit,Twisto,Převod na Twisto,,06/04/2020,-231.03
Unicredit,Twisto,Převod na Twisto,,06/04/2020,-1 736.90
Unicredit,,Mamka - Gemnet,Služby > Poplatky a subscriptions,06/04/2020,-289.00
Unicredit,,T-mobile,Služby > Poplatky a subscriptions,06/04/2020,-551.92
Unicredit,,Innogy - Elektřina,Bydlení > Energie,06/04/2020,-550.00
Unicredit,,Innogy - Plyn,Bydlení > Energie,06/04/2020,-140.00
Unicredit,,Nájem,Bydlení > Nájem,06/04/2020,-12 380.00
Twisto,Unicredit,Převod z Unicredit,,06/04/2020,466.00
Twisto,Unicredit,Převod z Unicredit,,06/04/2020,800.00
Twisto,Unicredit,Převod z Unicredit,,06/04/2020,231.03
Twisto,Unicredit,Převod z Unicredit,,06/04/2020,1 736.90
Twisto,,AWS,Služby > Poplatky a subscriptions,06/04/2020,-231.03
Unicredit,Twisto,Převod na Twisto,,07/04/2020,-378.00
Twisto,Unicredit,Převod z Unicredit,,07/04/2020,378.00
Twisto,,Damejidlo,Jídlo > Delivery,08/04/2020,-321.00
Unicredit,Twisto,Převod na Twisto,,09/04/2020,-321.00
Twisto,Unicredit,Převod z Unicredit,,09/04/2020,321.00
Twisto,,Nákup,Jídlo > Nákupy,11/04/2020,-1 596.41
Twisto,,Rohlik - Roušky,Hygienické potřeby,11/04/2020,-1 000.00
Unicredit,Twisto,Převod na Twisto,,12/04/2020,-2 596.41
Twisto,Unicredit,Převod na Twisto,,12/04/2020,2 596.41
Twisto,,Damejidlo,Jídlo > Delivery,13/04/2020,-437.00
Unicredit,Twisto,Převod na Twisto,,14/04/2020,-437.00
Twisto,,Notion,Služby > Poplatky a subscriptions,14/04/2020,-123.62
Twisto,Unicredit,Převod z Unicredit,,14/04/2020,437.00
Twisto,,Wolt,Jídlo > Delivery,15/04/2020,-354.00
Unicredit,Twisto,Převod na Twisto,,16/04/2020,-123.62
Unicredit,,Práce - březen 2020,Práce,16/04/2020,61 705.00
Unicredit,,NILA - březen 2020,Freelance,16/04/2020,8 000.00
Twisto,Unicredit,Převod z Unicredit,,16/04/2020,123.62
Twisto,,Aktin,"Jídlo > Doplňky, nootropika a léky",16/04/2020,-2 468.00
Twisto,,Nákup,Jídlo > Nákupy,16/04/2020,-1 234.43
Unicredit,Twisto,Převod na Twisto,,17/04/2020,-1 234.43
Unicredit,Twisto,Převod na Twisto,,17/04/2020,-354.00
Twisto,Unicredit,Převod z Unicredit,,17/04/2020,1 234.43
Twisto,Unicredit,Převod z Unicredit,,17/04/2020,354.00
Twisto,,Kniha: Total money makeover,Rozvoj a vzdělání > Knihy,17/04/2020,-179.00
Twisto,,Alkohol,Volný čas > Párty,18/04/2020,-269.00
Twisto,,Vlak - Náměšť,"Doprava > Vlaky, autobusy a jiné",18/04/2020,-128.00
Twisto,,Alkohol,Volný čas > Párty,18/04/2020,-212.60
Twisto,,Junk a alkohol,Volný čas > Párty,18/04/2020,-276.10
Twisto,,Junk,Jídlo > Nákupy,18/04/2020,-140.00
Twisto,,Wolt,Jídlo > Delivery,19/04/2020,-677.00
Unicredit,Twisto,Převod na Twisto,,20/04/2020,-179.00
Twisto,Unicredit,Převod z Unicredit,,20/04/2020,179.00
Unicredit,Twisto,Převod na Twisto,,21/04/2020,-269.00
Unicredit,Twisto,Převod na Twisto,,21/04/2020,-128.00
Unicredit,Twisto,Převod na Twisto,,21/04/2020,-212.60
Unicredit,Twisto,Převod na Twisto,,21/04/2020,-276.10
Unicredit,Twisto,Převod na Twisto,,21/04/2020,-2 468.00
Twisto,Unicredit,Převod z Unicredit,,21/04/2020,269.00
Twisto,Unicredit,Převod z Unicredit,,21/04/2020,128.00
Twisto,Unicredit,Převod z Unicredit,,21/04/2020,212.60
Twisto,Unicredit,Převod z Unicredit,,21/04/2020,276.10
Twisto,Unicredit,Převod z Unicredit,,21/04/2020,2 468.00
Unicredit,Twisto,Převod na Twisto,,22/04/2020,-677.00
Unicredit,Twisto,Převod na Twisto,,22/04/2020,-140.00
Twisto,Unicredit,Převod z Unicredit,,22/04/2020,677.00
Twisto,Unicredit,Převod z Unicredit,,22/04/2020,140.00
Hotovost,,V Lužánkách muzinkatom,Volný čas > Párty,23/04/2020,-119.00
Twisto,,Ponava,Volný čas > Párty,23/04/2020,-408.00
Unicredit,Twisto,Převod na Twisto,,25/04/2020,-408.00
Twisto,Unicredit,Převod z Unicredit,,25/04/2020,408.00
Twisto,,Nákup,Jídlo > Nákupy,25/04/2020,-1 621.77
Unicredit,Twisto,Převod na Twisto,,25/04/2020,-1 621.77
Twisto,Unicredit,Převod z Unicredit,,25/04/2020,1 621.77
Hotovost,,V Lužánkách muzinkatom,Volný čas > Párty,25/04/2020,-590.00
Twisto,,Wolt,Jídlo > Delivery,26/04/2020,-268.00
Twisto,,iCloud,Služby > Poplatky a subscriptions,26/04/2020,-79.00
Twisto,,Kniha: Your money or Your Life,Rozvoj a vzdělání > Knihy,28/04/2020,-329.00
Unicredit,Twisto,Převod na Twisto,,30/04/2020,-79.00
Twisto,Unicredit,Převod z Unicredit,,30/04/2020,79.00
Unicredit,Twisto,Převod na Twisto,,30/04/2020,-329.00
